,pixel_0_0,pixel_0_1,pixel_0_2,pixel_0_3,pixel_0_4,pixel_0_5,pixel_0_6,pixel_0_7,pixel_1_0,pixel_1_1,pixel_1_2,pixel_1_3,pixel_1_4,pixel_1_5,pixel_1_6,pixel_1_7,pixel_2_0,pixel_2_1,pixel_2_2,pixel_2_3,pixel_2_4,pixel_2_5,pixel_2_6,pixel_2_7,pixel_3_0,pixel_3_1,pixel_3_2,pixel_3_3,pixel_3_4,pixel_3_5,pixel_3_6,pixel_3_7,pixel_4_0,pixel_4_1,pixel_4_2,pixel_4_3,pixel_4_4,pixel_4_5,pixel_4_6,pixel_4_7,pixel_5_0,pixel_5_1,pixel_5_2,pixel_5_3,pixel_5_4,pixel_5_5,pixel_5_6,pixel_5_7,pixel_6_0,pixel_6_1,pixel_6_2,pixel_6_3,pixel_6_4,pixel_6_5,pixel_6_6,pixel_6_7,pixel_7_0,pixel_7_1,pixel_7_2,pixel_7_3,pixel_7_4,pixel_7_5,pixel_7_6,pixel_7_7
pixel_3_6,2.34815e-18,-0.152275,-0.192713,-0.142048,0.077903,0.00421961,0.0767987,0.124627,-0.0361926,-0.201765,-0.114313,0.0175762,-0.0337893,0.0870119,0.166539,0.196173,-0.0269848,-0.0967367,0.0361989,-0.0747467,-0.240826,0.240755,0.570345,0.293376,-0.0203552,0.166243,0.171576,-0.191739,-0.287055,0.504177,0.986308,0.142706,0,0.378903,0.279485,-0.164253,-0.263759,0.267709,0.474428,0,0.0754781,0.248318,0.0904423,-0.111489,-0.0526497,0.0768894,-0.0245599,-0.031732,0.0677437,-0.0101468,-0.0842055,-0.132506,0.0136997,-0.0830471,-0.253889,-0.114811,-0.012698,-0.144429,-0.183034,-0.155816,-0.142034,-0.270658,-0.236217,-0.110742
pixel_3_7,-2.4599e-19,-0.0154262,-0.0513436,-0.0683279,0.00788744,-0.0298068,0.021173,0.154146,0.00614422,-0.0309327,-0.0591265,0.0310302,-0.0165574,-0.0498582,0.0804803,0.246426,0.00297351,-0.0272095,0.0158415,0.0412305,-0.0414124,-0.00986185,0.163145,0.440886,-0.000904759,0.0334568,0.0458698,0.0179789,-0.00700552,0.0493108,0.142706,0.981961,0,0.0341373,0.0529514,0.0116376,-0.0029834,0.0413557,0.0344763,0,0.150549,0.0398532,-0.0157165,-0.0163239,0.018708,0.0201531,-0.0255926,-0.00310515,0.450076,0.0887408,-0.0300584,-0.00592157,0.034623,-0.0205785,-0.0382658,-0.00790129,0.00397864,-0.012567,-0.0511118,-0.0305226,-0.000639487,-0.0411036,-0.0255313,-0.00792488
pixel_4_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pixel_4_1,1.74964e-18,-0.168526,-0.343503,-0.22643,-0.0269998,-0.186285,-0.126992,-0.0555345,-0.0342639,-0.283876,-0.270389,0.202498,-0.154373,-0.253476,-0.110431,0.00272113,-0.0289074,-0.107546,0.226324,0.129237,-0.331778,-0.116097,0.161093,0.0858062,0.00425487,0.498688,0.46859,-0.311422,-0.429083,0.0802542,0.378903,0.0341373,0,0.990498,0.624423,-0.0918767,-0.0921245,0.260517,0.369557,0,0.151672,0.662411,0.475433,0.0988413,0.109448,0.204809,0.0302584,-0.0358184,0.0310214,0.0232238,-0.0184502,-0.0321253,0.157317,-0.076315,-0.18931,-0.109459,-0.0126937,-0.140984,-0.337132,-0.211499,0.0218586,-0.21191,-0.214809,-0.119586
pixel_4_2,6.99005e-19,-0.179735,-0.394192,-0.223939,-0.0179798,-0.139916,-0.0579161,-0.0206774,-0.0303831,-0.351888,-0.338894,0.292193,-0.140862,-0.282786,-0.0788688,0.0107168,-0.0201279,-0.210446,0.158231,0.211835,-0.368167,-0.207663,0.0831175,0.0908228,0.0244058,0.298643,0.544832,-0.082588,-0.420405,-0.00638111,0.279485,0.0529514,0,0.624423,0.990892,0.325677,0.01428,0.151918,0.206299,0,0.0593553,0.403463,0.620897,0.240699,0.138422,0.0928235,0.0350366,0.0601788,0.0224168,-0.0467026,0.000369766,0.0974389,0.0546426,-0.166886,-0.135571,-0.0591836,-0.0252617,-0.153586,-0.375311,-0.28348,-0.0713106,-0.199739,-0.208789,-0.17866
pixel_4_3,-3.60341e-18,0.0416396,-0.0546037,0.015886,0.0251107,-0.0140649,0.0276292,0.00237266,0.0277469,-0.0334306,-0.160543,0.187787,0.0102461,-0.180156,-0.00170291,-0.00941946,0.012235,-0.122106,-0.170287,0.140517,0.0738086,-0.226217,-0.121526,0.061245,0.0377187,-0.156668,-0.0224293,0.330079,0.177175,-0.256448,-0.164253,0.0116376,0,-0.0918767,0.325677,0.984254,0.541228,-0.23616,-0.269947,0,-0.0425838,-0.127132,0.178598,0.543526,0.283297,-0.313505,-0.24729,0.053629,-0.0296668,-0.0845336,-0.0987149,0.225401,-0.017256,-0.328266,-0.0851027,-0.00840345,-0.00795967,0.0466631,-0.0276023,-0.0772486,-0.182935,-0.108945,-0.0296642,-0.086377
pixel_4_4,-5.62192e-18,-0.0606615,-0.118922,-0.0792729,0.0707621,0.0847822,0.0848019,0.0380104,-0.00337109,-0.0897956,-0.231057,0.0890788,0.0137944,-0.0694875,0.103716,0.0301704,-0.0327716,-0.207256,-0.255483,0.0807,0.152668,-0.100352,-0.0928104,0.0481745,-0.00771053,-0.169316,-0.177055,0.108715,0.377504,-0.118576,-0.263759,-0.0029834,0,-0.0921245,0.01428,0.541228,0.98004,0.0230105,-0.350598,0,-0.00807699,-0.0905906,-0.0930801,0.363283,0.531386,-0.11722,-0.268598,0.0306404,-0.0266782,-0.160644,-0.339987,0.145756,0.11378,-0.283065,-0.0472032,0.0658001,0.0164885,-0.0546514,-0.0918598,-0.117864,-0.181291,-0.0691963,0.0553473,0.0755892
pixel_4_5,-7.74742e-19,-0.236655,-0.279249,-0.227169,0.0913824,0.0724624,0.0841483,0.0679735,-0.0592425,-0.242659,-0.197501,-0.0869968,-0.0751504,0.0375531,0.104168,0.101191,-0.0429553,-0.188653,0.0108824,-0.04271,-0.185843,0.138457,0.218743,0.118736,-0.0281402,0.08181,0.141788,-0.15376,-0.0543634,0.513338,0.267709,0.0413557,0,0.260517,0.151918,-0.23616,0.0230105,0.982332,0.500778,0,0.0378155,0.171308,-0.0307592,-0.276778,-0.14872,0.529525,0.34348,0.0387936,0.00891993,-0.0887253,-0.284049,-0.299648,-0.0722539,0.120162,0.0263981,-0.0936757,-0.0285936,-0.230894,-0.271799,-0.196049,0.0196631,-0.0293169,-0.178825,-0.121466
pixel_4_6,2.34621e-18,-0.173217,-0.183071,-0.0399167,0.0497949,-0.081144,-0.0519104,-0.00463425,-0.0406206,-0.158288,-0.0451908,-0.0147414,-0.026096,0.0404531,-0.0483083,0.0115799,-0.0253912,-0.0500809,0.111183,-0.101908,-0.197079,0.180554,0.164107,0.0478569,-0.0275893,0.163063,0.154139,-0.257253,-0.230868,0.356955,0.474428,0.0344763,0,0.369557,0.206299,-0.269947,-0.350598,0.500778,0.985972,0,0.0380941,0.290109,0.159191,-0.189291,-0.293588,0.195169,0.469403,0.1391,0.0342671,-0.0143032,-0.024,-0.139043,-0.141763,0.100584,0.0303148,-0.0738347,-0.0214287,-0.17556,-0.182209,-0.0424584,0.027765,-0.0706035,-0.179068,-0.147944
pixel_4_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pixel_5_0,2.86444e-18,-0.0186283,-0.0678044,-0.0981771,0.0223783,-0.0353951,-0.0283076,-0.00910887,-0.00125032,-0.0399897,-0.0977101,0.0200111,0.0012242,-0.0779826,-0.0323622,-0.00623924,-0.00232537,-0.0474095,-0.0292654,0.0645357,-0.0385617,-0.0497642,0.0536768,0.0135642,-0.00292823,0.0151722,0.0472099,-0.015546,-0.0636257,0.0331888,0.0754781,0.150549,0,0.151672,0.0593553,-0.0425838,-0.00807699,0.0378155,0.0380941,0,0.976793,0.282751,0.079751,0.0699364,0.0698734,0.0566998,-0.0209229,-0.00709313,0.362348,0.210488,0.00582369,-0.003032,0.0668174,-0.00661058,-0.047127,-0.0144495,0.0105646,-0.0153096,-0.0674603,-0.0777161,0.0324578,-0.025165,-0.0333469,-0.013629
pixel_5_1,3.49696e-18,-0.123998,-0.268699,-0.255924,-0.0165869,-0.161763,-0.120349,-0.048463,-0.0364829,-0.238102,-0.28281,0.129824,-0.0631284,-0.167673,-0.0898188,-0.041041,-0.0247807,-0.184057,0.045724,0.149583,-0.160093,-0.0547587,0.124658,0.0058815,-0.0159794,0.157731,0.206305,-0.240734,-0.296477,0.0189512,0.248318,0.0398532,0,0.662411,0.403463,-0.127132,-0.0905906,0.171308,0.290109,0,0.282751,0.985427,0.558052,0.16723,0.134326,0.207681,0.0188503,-0.033161,0.133579,0.340922,0.146789,0.00312371,0.131571,-0.0515785,-0.159958,-0.0974751,0.0160536,-0.0883797,-0.258777,-0.231148,0.0429541,-0.131847,-0.146273,-0.102237
pixel_5_2,1.44686e-18,-0.142795,-0.338929,-0.102803,-0.0952646,-0.331623,-0.228944,-0.0695232,-0.0138386,-0.27849,-0.233226,0.308389,-0.0574632,-0.217183,-0.196148,-0.0848065,-0.0212843,-0.211861,0.135465,0.22345,-0.214901,-0.097878,-0.0255606,-0.0589003,-0.0115877,0.0513511,0.218077,-0.197995,-0.386742,-0.150916,0.0904423,-0.0157165,0,0.475433,0.620897,0.178598,-0.0930801,-0.0307592,0.159191,0,0.079751,0.558052,0.986762,0.364155,-0.00503505,0.0741911,0.123791,0.0664897,0.0294314,0.157432,0.43648,0.209797,0.00719452,-0.00602611,0.0066083,-0.0730792,0.00547814,-0.104961,-0.3266,-0.163445,0.142141,0.0182273,-0.0648957,-0.172965
pixel_5_3,-2.05749e-18,0.0220343,-0.154766,-0.0251369,-0.0363766,-0.165535,-0.0457051,0.00236595,0.0193844,-0.0674397,-0.263896,0.289316,0.0864363,-0.279441,-0.0937881,-0.0519948,0.0258122,-0.129832,-0.121203,0.236289,0.11703,-0.227092,-0.150834,-0.0578731,0.0376498,-0.125523,-0.027082,-0.0161057,0.00520653,-0.211837,-0.111489,-0.0163239,0,0.0988413,0.240699,0.543526,0.363283,-0.276778,-0.189291,0,0.0699364,0.16723,0.364155,0.988356,0.454917,-0.401829,-0.284303,0.0522029,0.0197859,-0.0298897,-0.0266105,0.553485,0.108665,-0.437094,-0.0943188,0.02298,0.0326759,0.0467466,-0.119004,-0.163132,-0.221349,-0.152177,0.0391881,-0.0472181
pixel_5_4,-1.67637e-18,-0.0559692,-0.202642,-0.241969,0.052401,0.11785,0.163404,0.0815727,0.00307208,-0.193827,-0.363075,0.206332,0.0545803,-0.0749373,0.176655,0.0828231,-0.016346,-0.191714,-0.105168,0.297036,0.062266,-0.0424071,0.0813859,0.0681107,0.00823831,0.00157228,0.039684,0.0319972,0.0498643,-0.0175078,-0.0526497,0.018708,0,0.109448,0.138422,0.283297,0.531386,-0.14872,-0.293588,0,0.0698734,0.134326,-0.00503505,0.454917,0.990332,-0.153478,-0.564051,-0.0468957,0.0124727,-0.0831922,-0.393372,0.189812,0.543309,-0.443846,-0.351627,0.0927116,0.0059252,-0.0301817,-0.199562,-0.196542,-0.255962,-0.322792,-0.035595,0.13674
pixel_5_5,9.01153e-19,-0.1641,-0.189867,-0.214474,0.0722316,0.021738,-0.0533791,-0.0638119,-0.0173806,-0.17633,-0.0993591,-0.0673018,-0.0132656,0.0707931,0.00101876,-0.00897409,-0.0331129,-0.101182,0.135066,0.0894077,-0.169725,0.0939822,0.142451,0.0502595,-0.0452062,0.112353,0.219243,-0.0318124,-0.179281,0.169415,0.0768894,0.0201531,0,0.204809,0.0928235,-0.313505,-0.11722,0.529525,0.195169,0,0.0566998,0.207681,0.0741911,-0.401829,-0.153478,0.983403,0.280017,-0.0628505,0.0233136,0.0313098,-0.0109625,-0.361823,0.0642001,0.565431,0.0470636,-0.0740612,-0.0319192,-0.154077,-0.205149,-0.132198,0.316754,0.115852,-0.170619,-0.0985422
pixel_5_6,1.57703e-19,-0.0864578,-0.0674189,0.0874619,-0.092382,-0.253618,-0.226401,-0.0935191,-0.0177743,0.0133814,0.0667543,-0.0503758,-0.103876,-0.118846,-0.241778,-0.0903891,-0.0179092,0.0281414,0.117394,-0.0917769,-0.16848,-0.0705561,-0.149404,-0.074317,-0.0286329,-0.00787485,0.0933454,-0.0869645,-0.181286,-0.0239354,-0.0245599,-0.0255926,0,0.0302584,0.0350366,-0.24729,-0.268598,0.34348,0.469403,0,-0.0209229,0.0188503,0.123791,-0.284303,-0.564051,0.280017,0.988205,0.216838,-0.0142883,-0.0359172,0.192919,-0.119495,-0.383963,0.402319,0.657071,0.0693097,-0.0232784,-0.113179,-0.0837898,0.0801876,0.383266,0.432271,0.119273,-0.113797
pixel_5_7,2.10747e-18,-0.0289289,-0.0651899,0.0437638,-0.0441166,-0.0876292,-0.0389269,-0.00893379,-0.00941613,-0.0509649,-0.0710353,0.0764556,-0.0449285,-0.104126,-0.0468466,-0.00818609,-0.00274002,-0.0601464,0.000896119,0.0835372,-0.0681355,-0.0880746,-0.0441,-0.00710042,0.000123734,-0.0575129,0.0256871,0.0507883,-0.00161785,-0.0212403,-0.031732,-0.00310515,0,-0.0358184,0.0601788,0.053629,0.0306404,0.0387936,0.1391,0,-0.00709313,-0.033161,0.0664897,0.0522029,-0.0468957,-0.0628505,0.216838,0.979151,-0.00259084,-0.0320402,0.00963761,0.0505713,-0.0757742,0.00513065,0.200477,0.376672,0.0017049,-0.0288007,-0.0685817,0.00589168,0.0666198,0.115696,0.13709,0.00506619
pixel_6_0,2.39387e-18,-0.0101271,-0.0377729,-0.0616573,0.0218603,-0.0106614,-0.0102775,-0.00239105,0.00495101,-0.021545,-0.0620012,0.0185354,0.0163447,-0.0220695,-0.0106522,-0.00178695,0.00404635,-0.0259745,-0.0192959,0.0426205,-0.011637,-0.0184312,0.0512433,0.0465119,0.00171077,-0.017074,0.0127962,-0.00293531,-0.0305999,-0.000831452,0.0677437,0.450076,0,0.0310214,0.0224168,-0.0296668,-0.0266782,0.00891993,0.0342671,0,0.362348,0.133579,0.0294314,0.0197859,0.0124727,0.0233136,-0.0142883,-0.00259084,0.982402,0.293489,0.0495143,0.0393694,0.0463051,0.00955385,-0.0297629,-0.00587183,0.336777,0.0335803,-0.0300078,-0.0390923,0.018895,-0.0112333,-0.0194421,-0.0056826
pixel_6_1,5.16996e-18,0.221724,0.202074,0.0169757,-0.0160341,-0.0446132,-0.0471887,-0.0493237,-0.0234181,0.0733691,0.0682851,-0.0511541,0.028684,-0.0316058,-0.0453208,-0.043935,-0.0173227,-0.0406146,-0.0303638,0.0117485,0.0504553,-0.0402103,-0.0247044,-0.0298884,-0.0125807,-0.0853691,-0.0672366,0.0318568,-0.0287462,-0.0743257,-0.0101468,0.0887408,0,0.0232238,-0.0467026,-0.0845336,-0.160644,-0.0887253,-0.0143032,0,0.210488,0.340922,0.157432,-0.0298897,-0.0831922,0.0313098,-0.0359172,-0.0320402,0.293489,0.985766,0.402961,-0.0170333,0.0317387,0.076817,-0.0743644,-0.0702396,0.202793,0.330814,0.193872,0.0376957,0.077841,0.011839,-0.0390803,-0.0664735
pixel_6_2,3.03319e-18,0.115559,0.260601,0.296431,-0.162977,-0.296067,-0.270991,-0.131296,0.0173712,0.126493,0.311636,0.0468152,-0.00540975,-0.027101,-0.241708,-0.154448,-0.0415348,0.076729,0.140947,-0.0775027,0.00546909,-0.0548533,-0.162923,-0.146658,-0.0408609,-0.100697,-0.0548986,-0.0514232,-0.151938,-0.247379,-0.0842055,-0.0300584,0,-0.0184502,0.000369766,-0.0987149,-0.339987,-0.284049,-0.024,0,0.00582369,0.146789,0.43648,-0.0266105,-0.393372,-0.0109625,0.192919,0.00963761,0.0495143,0.402961,0.985101,0.204751,-0.142413,0.301685,0.230903,-0.00792419,0.0348169,0.139428,0.254361,0.225392,0.272306,0.255868,0.128507,-0.0487583
pixel_6_3,-1.41944e-18,0.0206791,-0.040071,0.274608,-0.0457181,-0.162359,-0.0627647,0.00159638,-0.00990492,-0.0268105,0.0247152,0.423141,0.102304,-0.151429,-0.0974632,-0.0750443,0.0183195,0.0127144,0.0133906,0.0648491,0.0228731,-0.168416,-0.196104,-0.121162,0.0207627,-0.0737558,-0.076914,-0.0918556,-0.050677,-0.237174,-0.132506,-0.00592157,0,-0.0321253,0.0974389,0.225401,0.145756,-0.299648,-0.139043,0,-0.003032,0.00312371,0.209797,0.553485,0.189812,-0.361823,-0.119495,0.0505713,0.0393694,-0.0170333,0.204751,0.985364,0.128527,-0.222817,0.0740872,0.119222,0.0280699,0.0372827,-0.0184975,0.150503,-0.22782,-0.0455218,0.175625,0.113689
pixel_6_4,1.1162e-18,0.0279532,-0.0531275,-0.180654,0.0280705,0.0304466,0.0419894,0.00517733,-0.0139722,-0.0692249,-0.200956,0.28663,0.211454,-0.0778449,0.0682471,0.0701328,-0.0221011,-0.0524655,0.0324046,0.333689,0.0661175,-0.054407,0.107475,0.0960277,0.00127009,0.105348,0.076189,-0.00534619,-0.0485264,-0.00464434,0.0136997,0.034623,0,0.157317,0.0546426,-0.017256,0.11378,-0.0722539,-0.141763,0,0.0668174,0.131571,0.00719452,0.108665,0.543309,0.0642001,-0.383963,-0.0757742,0.0463051,0.0317387,-0.142413,0.128527,0.984141,-0.0084813,-0.329661,0.0398533,0.0332332,0.0414751,-0.0812091,-0.0634852,0.0585107,-0.292836,-0.0919484,0.127099
pixel_6_5,1.31831e-18,-0.0110418,0.082655,0.0223016,-0.122401,-0.158622,-0.268112,-0.157745,0.0145394,0.0916546,0.145967,-0.114403,0.0817749,0.0263839,-0.206164,-0.131402,-0.0155453,0.0895956,0.0905484,-0.00127217,0.0245955,0.0473484,-0.0687121,-0.0815541,-0.0489853,-0.0120133,-0.00853729,0.0121719,-0.0958488,-0.0303345,-0.0830471,-0.0205785,0,-0.076315,-0.166886,-0.328266,-0.283065,0.120162,0.100584,0,-0.00661058,-0.0515785,-0.00602611,-0.437094,-0.443846,0.565431,0.402319,0.00513065,0.00955385,0.076817,0.301685,-0.222817,-0.0084813,0.987859,0.36932,0.0578171,-0.00366147,-0.0223868,0.040061,0.0625286,0.573771,0.523926,0.095838,0.0552511
pixel_6_6,-1.56435e-18,0.0290374,0.0527929,0.139326,-0.263181,-0.348045,-0.265895,-0.0966377,0.00994241,0.164333,0.0849134,0.0140833,-0.121168,-0.255324,-0.298612,-0.1005,-0.0034171,0.0864288,0.0266446,-0.0303005,-0.0230422,-0.211296,-0.271342,-0.0881513,-0.0268632,-0.143708,-0.0989773,-0.0549863,-0.0511057,-0.216092,-0.253889,-0.0382658,0,-0.18931,-0.135571,-0.0851027,-0.0472032,0.0263981,0.0303148,0,-0.047127,-0.159958,0.0066083,-0.0943188,-0.351627,0.0470636,0.657071,0.200477,-0.0297629,-0.0743644,0.230903,0.0740872,-0.329661,0.36932,0.989703,0.388985,-0.0207498,-0.00505089,0.020986,0.0950462,0.390961,0.699658,0.595231,0.194648
pixel_6_7,9.30774e-19,-0.0454386,-0.00493412,0.0734372,-0.211952,-0.188977,-0.0862786,-0.023825,0.00995984,-0.0383504,-0.0718598,0.128061,-0.0450773,-0.18919,-0.105711,-0.0243723,-0.00732537,-0.0510952,-0.0499645,0.119366,0.00914795,-0.144607,-0.104843,-0.0212205,-0.00363201,-0.10294,-0.0666734,0.00839404,-0.00519593,-0.117223,-0.114811,-0.00790129,0,-0.109459,-0.0591836,-0.00840345,0.0658001,-0.0936757,-0.0738347,0,-0.0144495,-0.0974751,-0.0730792,0.02298,0.0927116,-0.0740612,0.0693097,0.376672,-0.00587183,-0.0702396,-0.00792419,0.119222,0.0398533,0.0578171,0.388985,0.983176,-0.00080094,-0.0469844,-0.0454066,0.0484303,0.104897,0.259497,0.501722,0.551917
pixel_7_0,7.97495e-19,-0.00790162,-0.0237092,-0.046919,0.021531,0.031895,-0.000697132,-0.00149344,-0.00212411,-0.0127799,-0.0347086,0.0182715,0.0271373,0.0295542,0.00401443,1.06885e-06,0.00466822,-0.0148142,0.0127378,0.0147252,-0.0082754,0.0252931,-0.00844755,0.00241914,0.00681509,-0.0164646,-0.00961129,-0.0215776,0.00537931,0.000961898,-0.012698,0.00397864,0,-0.0126937,-0.0252617,-0.00795967,0.0164885,-0.0285936,-0.0214287,0,0.0105646,0.0160536,0.00547814,0.0326759,0.0059252,-0.0319192,-0.0232784,0.0017049,0.336777,0.202793,0.0348169,0.0280699,0.0332332,-0.00366147,-0.0207498,-0.00080094,0.96919,0.0899001,-0.00565077,-0.0353517,0.0065447,-0.00534224,-0.0112111,-0.00146677
pixel_7_1,3.31483e-18,0.837404,0.508931,0.178413,-0.0451571,0.0621684,0.060632,-0.0323285,0.0122288,0.402901,0.198193,-0.0584033,0.0129208,-0.074875,-0.0109888,-0.0353932,-0.0124816,0.163367,-0.0709851,-0.0813814,0.0664317,-0.171716,-0.115139,-0.0346885,-0.0118551,-0.0737553,-0.133018,0.0500671,0.0281067,-0.193259,-0.144429,-0.012567,0,-0.140984,-0.153586,0.0466631,-0.0546514,-0.230894,-0.17556,0,-0.0153096,-0.0883797,-0.104961,0.0467466,-0.0301817,-0.154077,-0.113179,-0.0288007,0.0335803,0.330814,0.139428,0.0372827,0.0414751,-0.0223868,-0.00505089,-0.0469844,0.0899001,0.980978,0.503352,0.117366,-0.116294,-0.0449415,0.0137653,-0.0440878
pixel_7_2,1.67046e-18,0.549121,0.92854,0.554483,-0.018591,0.0977028,0.0393084,-0.0496706,0.0262428,0.585854,0.596079,-0.286222,0.0317306,0.0917765,-0.0617948,-0.0999305,-0.0197261,0.258929,-0.118407,-0.327297,0.215331,-0.0783069,-0.21502,-0.118445,-0.0354762,-0.161604,-0.321317,0.10467,0.208425,-0.193652,-0.183034,-0.0511118,0,-0.337132,-0.375311,-0.0276023,-0.0918598,-0.271799,-0.182209,0,-0.0674603,-0.258777,-0.3266,-0.119004,-0.199562,-0.205149,-0.0837898,-0.0685817,-0.0300078,0.193872,0.254361,-0.0184975,-0.0812091,0.040061,0.020986,-0.0454066,-0.00565077,0.503352,0.991061,0.476119,-0.205413,-0.087665,0.0375174,0.0305835
pixel_7_3,-1.2104e-18,0.151751,0.494013,0.754054,-0.00980938,-0.0656797,-0.0445056,0.000297916,0.0434022,0.306031,0.624797,0.0445428,-0.157582,0.0699612,-0.0657871,-0.0551423,0.0225557,0.229608,0.137809,-0.335692,-0.0608223,-0.0151772,-0.128869,-0.11017,0.000691569,-0.0217647,-0.186574,-0.052141,0.0362576,-0.18793,-0.155816,-0.0305226,0,-0.211499,-0.28348,-0.0772486,-0.117864,-0.196049,-0.0424584,0,-0.0777161,-0.231148,-0.163445,-0.163132,-0.196542,-0.132198,0.0801876,0.00589168,-0.0390923,0.0376957,0.225392,0.150503,-0.0634852,0.0625286,0.0950462,0.0484303,-0.0353517,0.117366,0.476119,0.984655,0.0574883,-0.0905508,0.00988776,0.0979697
pixel_7_4,2.74623e-19,-0.101126,-0.132902,-0.0648372,-0.0844608,-0.348856,-0.378107,-0.175805,0.0450373,-0.00114453,-0.0768471,0.0453169,0.0143623,-0.200009,-0.296087,-0.101205,0.020345,0.0362042,0.118175,0.204503,0.00310226,-0.120203,-0.081367,-0.00682548,0.00853118,0.0298531,0.082852,0.0648749,-0.106967,-0.159536,-0.142034,-0.000639487,0,0.0218586,-0.0713106,-0.182935,-0.181291,0.0196631,0.027765,0,0.0324578,0.0429541,0.142141,-0.221349,-0.255962,0.316754,0.383266,0.0666198,0.018895,0.077841,0.272306,-0.22782,0.0585107,0.573771,0.390961,0.104897,0.0065447,-0.116294,-0.205413,0.0574883,0.988044,0.602414,0.241628,0.102293
pixel_7_5,-6.27799e-19,-0.0306536,-0.0375144,-0.0499662,-0.214209,-0.268179,-0.302864,-0.140609,0.0302184,0.0696759,-0.029242,-0.0953715,-0.00117012,-0.132114,-0.281233,-0.137503,0.00951865,0.0492085,-0.0181617,0.0768672,0.105209,-0.0804573,-0.226355,-0.109401,-0.0399243,-0.149535,-0.113994,0.044317,0.00803208,-0.150392,-0.270658,-0.0411036,0,-0.21191,-0.199739,-0.108945,-0.0691963,-0.0293169,-0.0706035,0,-0.025165,-0.131847,0.0182273,-0.152177,-0.322792,0.115852,0.432271,0.115696,-0.0112333,0.011839,0.255868,-0.0455218,-0.292836,0.523926,0.699658,0.259497,-0.00534224,-0.0449415,-0.087665,-0.0905508,0.602414,0.988958,0.639929,0.259253
pixel_7_6,-9.08195e-19,0.0255913,0.0740523,0.0563258,-0.246883,-0.266073,-0.178475,-0.0629539,0.0197736,0.109775,0.00661141,0.0285502,-0.043842,-0.223471,-0.208014,-0.0659748,0.0180443,0.0770016,-0.0418178,0.0429973,0.0757934,-0.173217,-0.205357,-0.0583032,-0.0171452,-0.153147,-0.191169,-0.0725589,0.0316919,-0.182872,-0.236217,-0.0255313,0,-0.214809,-0.208789,-0.0296642,0.0553473,-0.178825,-0.179068,0,-0.0333469,-0.146273,-0.0648957,0.0391881,-0.035595,-0.170619,0.119273,0.13709,-0.0194421,-0.0390803,0.128507,0.175625,-0.0919484,0.095838,0.595231,0.501722,-0.0112111,0.0137653,0.0375174,0.00988776,0.241628,0.639929,0.986596,0.609638
pixel_7_7,-3.18469e-19,-0.0411918,0.0808664,0.0814957,-0.211018,-0.165408,-0.078624,-0.0225924,-0.0036811,0.000447536,0.00265953,0.0564817,-0.0363552,-0.14708,-0.0956541,-0.0237864,0.0167755,0.0093226,-0.0490236,0.066176,0.0587711,-0.099659,-0.0940239,-0.0209823,-0.00503661,-0.0821408,-0.125742,-0.0327321,0.0309465,-0.0885523,-0.110742,-0.00792488,0,-0.119586,-0.17866,-0.086377,0.0755892,-0.121466,-0.147944,0,-0.013629,-0.102237,-0.172965,-0.0472181,0.13674,-0.0985422,-0.113797,0.00506619,-0.0056826,-0.0664735,-0.0487583,0.113689,0.127099,0.0552511,0.194648,0.551917,-0.00146677,-0.0440878,0.0305835,0.0979697,0.102293,0.259253,0.609638,0.984638
